ID, Sentence, Aspect, Valence_Mean, Arousal_Mean
R3264:S002, 以價位來說每盤菜的牛肉份量真的很多。, 牛肉份量, 6.62, 6.50
R3264:S005, 馬鈴薯炸過的確實不錯，但牛肉就中規中矩也不算嫩。, 馬鈴薯, 6.00, 6.00
R3264:S005, 馬鈴薯炸過的確實不錯，但牛肉就中規中矩也不算嫩。, 牛肉, 5.00, 5.00
R3264:S009, 最推薦的是鹽香牛小排，很少吃到用炸的方式料理牛肉。, 鹽香牛小排, 6.33, 6.00
R3264:S011, 牛小排外酥內軟又去骨，真的是必點菜色。, 牛小排, 6.63, 6.56
R3265:S007, 店內的空間很大環境也很整潔。, 空間, 5.88, 5.62
R3265:S007, 店內的空間很大環境也很整潔。, 環境, 6.00, 5.88
R3265:S009, 重點是每一份餐點的份量都不小可以吃很飽。, 餐點的份量, 5.88, 5.38
R3265:S011, 餐點的價位平價牛肉也新鮮。, 餐點的價位, 5.50, 5.17
R3265:S011, 餐點的價位平價牛肉也新鮮。, 牛肉, 6.00, 5.67
R3265:S013, 店裡的服務人員態度親切值得推薦。, 服務人員態度, 6.00, 5.83
R3267:S000, 不太像台灣的牛肉麵有些人可能會不太習慣，但也是蠻有滋味的。, 牛肉麵, 6.25, 6.00
R3267:S006, 肉也蠻多塊是比較有嚼勁的那種。, 肉, 6.00, 5.50
R3268:S013, 生魚片覺得這道菜份量有些小氣了。, 份量, 4.00, 4.62
R3268:S019, 海鮮餐廳吃宮保雞丁是有些怪，不過算是炒得好吃。, 宮保雞丁, 6.00, 5.38
R3268:S025, 澎湖絲瓜不用說就是特別美味。, 澎湖絲瓜, 6.83, 6.67
R3268:S034, 龍蝦有點小隻小小失望，不過是新鮮好吃的。, 龍蝦, 5.33, 4.83
R3268:S036, 魚湯好喝的湯，冬天來碗熱熱的魚湯最讚了。, 魚湯, 6.33, 5.50
R3268:S039, 螃蟹肉算多，蟹膏也是飽滿。, 螃蟹肉, 5.67, 5.33
R3268:S039, 螃蟹肉算多，蟹膏也是飽滿。, 蟹膏, 6.17, 5.83
R3268:S041, 整體而言海鮮是好吃的，但整桌4000看起來份量偏少價格偏高。, 海鮮, 7.00, 6.50
R3268:S041, 整體而言海鮮是好吃的，但整桌4000看起來份量偏少價格偏高。, 份量, 4.00, 6.00
R3268:S041, 整體而言海鮮是好吃的，但整桌4000看起來份量偏少價格偏高。, 價格, 4.00, 6.00
R3269:S008, 吃飯的空間是還算舒適。, 空間, 5.67, 5.50
R3269:S011, 因為所有的菜認真說都還蠻漂亮的也很有可以上照的美感。, 菜, 6.25, 5.88
R3269:S013, 餐點其實也算蠻有份量的，可以說算吃的飽的餐廳。, 餐點, 5.88, 5.50
R3269:S013, 餐點其實也算蠻有份量的，可以說算吃的飽的餐廳。, 餐廳, 5.88, 5.50
R3270:S002, 炒飯很油，飯粒有軟有硬口感不均。, 炒飯, 4.17, 5.83
R3270:S002, 炒飯很油，飯粒有軟有硬口感不均。, 口感, 4.50, 5.00
R3270:S005, 海膽沒什麼鮮甜卻透出苦味。, 海膽, 3.62, 5.12
R3270:S017, 烤大蝦有些烤過頭導致蝦肉水份流失。, 烤大蝦, 4.12, 5.12
R3270:S017, 烤大蝦有些烤過頭導致蝦肉水份流失。, 蝦肉, 3.88, 5.25
R3271:S002, 生海膽超甜完全沒腥味大推。, 生海膽, 6.83, 6.58
R3271:S004, 第二個是花蟹，帶一點炭烤的香味又超大隻。, 花蟹, 6.75, 7.00
R3271:S005, 其他菜色也都很美味份量很夠每個人都吃超飽。, NULL, 7.00, 6.50
R3271:S005, 其他菜色也都很美味份量很夠每個人都吃超飽。, 份量, 6.33, 5.83
R3271:S006, 尤其最後的味增湯裡面居然有整隻蟹和滿滿的魚肉，超級無敵豐富。, 味增湯, 7.25, 7.75
R3273:S009, 真的大推海膽炒飯，很好吃跟以往的味道完全不一樣。, 海膽炒飯, 7.17, 6.75
R3273:S013, 烤蝦跟絲瓜蚵仔是我最喜歡的。, 烤蝦, 7.38, 7.38
R3273:S013, 烤蝦跟絲瓜蚵仔是我最喜歡的。, 絲瓜蚵仔, 7.38, 7.38
R3274:S014, 海膽吃起來也是沒有鮮甜味可言。, 海膽, 4.33, 4.67
R3274:S022, 龍蝦中規中矩，不過螃蟹上來整盤都冷的。, 龍蝦, 5.00, 5.00
R3274:S022, 龍蝦中規中矩，不過螃蟹上來整盤都冷的。, 螃蟹, 4.50, 4.75
R3274:S025, 三點蟹肉質普通沒有味道。, 三點蟹肉質, 4.75, 4.92
R3276:S006, 這次吃的料理我個人很滿意。, 料理, 6.33, 6.00
R3278:S006, 阿華沒有不好吃但也不驚豔。, 阿華, 5.13, 5.12
R3278:S009, 海膽炒飯過濕也沒有海膽味。, 海膽炒飯, 4.06, 5.50
R3278:S010, 魚有點老而且柴。, 魚, 4.58, 4.75
R3279:S001, 以份量及菜色豐富度而言非常划算，而且味道表現不差。, NULL, 6.25, 5.75
R3279:S001, 以份量及菜色豐富度而言非常划算，而且味道表現不差。, 味道, 5.50, 5.00
R3279:S005, 生魚片拼盤挺普不過干貝好吃。, 生魚片拼盤, 5.00, 5.00
R3279:S005, 生魚片拼盤挺普不過干貝好吃。, 干貝, 6.00, 6.50
R3279:S007, 大蝦跟蒸魚的表現也不錯。, 大蝦, 5.75, 5.50
R3279:S007, 大蝦跟蒸魚的表現也不錯。, 蒸魚, 5.75, 5.50
R3279:S013, 不得不說鮑魚挺驚艷的，有奶油的香氣調味也非常佳。, 鮑魚, 6.17, 5.83
R3279:S013, 不得不說鮑魚挺驚艷的，有奶油的香氣調味也非常佳。, 調味, 6.67, 6.83
R3280:S007, 最後的海鮮湯我好愛。, 海鮮湯, 6.67, 6.50
R3280:S008, 雖然不知道是用什麼魚去煮的但湯喝起來非常清甜。, 湯, 6.50, 6.33
R3281:S004, 點了中價位800/人，個人覺得可惜之處是份量真的比較小。, 份量, 3.83, 5.67
R3283:S011, 真的很值得去吃一次的海鮮餐廳。, 海鮮餐廳, 6.25, 6.50
R3285:S002, 生魚片兩個種類然後一人一片會不會太沒有誠意了。, 生魚片, 4.00, 5.88
R3285:S007, 蒸的魚是紅甘清蒸作法調味完全不夠。, 調味, 3.90, 5.40
R3285:S008, 魚肉太厚吃起來一點都不Q，完全像在吃乾澀的雞胸肉。, 魚肉, 3.50, 5.50
R3285:S009, 湯頭完全沒有鮮味，魚肉與上述紅甘相比好了一點點，但還是十分乾柴。, 湯頭, 4.25, 5.50
R3285:S009, 湯頭完全沒有鮮味，魚肉與上述紅甘相比好了一點點，但還是十分乾柴。, 魚肉, 4.00, 5.25
R3286:S006, 魚湯跟鮑魚還沒有處理好都有腥味。, 魚湯, 4.12, 5.38
R3286:S006, 魚湯跟鮑魚還沒有處理好都有腥味。, 鮑魚, 4.12, 5.38
R3286:S008, 烤蝦的肉質粉爛不新鮮。, 烤蝦的肉質, 4.00, 5.50
R3287:S013, 最喜歡的是招待的涼拌石蚵跟絲瓜。, 涼拌石蚵, 7.10, 7.10
R3287:S013, 最喜歡的是招待的涼拌石蚵跟絲瓜。, 絲瓜, 7.10, 7.10
R3288:S004, 最後湯低麵線也是優秀，雖然我不喜歡吃麵但是我還是吃光光。, 湯低麵線, 6.50, 6.33
R3289:S012, 但我個人比較喜歡用熟白飯下去熬的，所以對於最後這鍋粥有點可惜。, 粥, 4.38, 4.88
R3289:S016, 櫃檯的工作人員服務態度不是很好。, 工作人員服務態度, 4.12, 5.50
R3290:S002, 蝦蚵和蛤蜊很甜但肉類就真的還好。, 蝦蚵, 6.50, 6.00
R3290:S002, 蝦蚵和蛤蜊很甜但肉類就真的還好。, 蛤蜊, 6.50, 6.00
R3290:S002, 蝦蚵和蛤蜊很甜但肉類就真的還好。, 肉類, 6.00, 5.50
R3291:S000, 只能說這次的用餐體驗失望大於期望吧。, 用餐體驗, 3.30, 5.60
R3291:S002, 整體而言只有花枝漿跟最後的麵線有記憶點，剩下真的是很普通。, 花枝漿, 6.25, 6.00
R3291:S002, 整體而言只有花枝漿跟最後的麵線有記憶點，剩下真的是很普通。, 麵線, 6.25, 6.00
R3291:S002, 整體而言只有花枝漿跟最後的麵線有記憶點，剩下真的是很普通。, NULL, 5.00, 5.00
R3291:S013, 不知道是不是帶著不開心的心情吃這一頓飯，所以覺得很普通。, NULL, 5.17, 5.00
R3293:S000, 食材很不新鮮，無法形容這間店是怎麼了。, 食材, 3.62, 5.88
R3293:S003, 蛤蠣超鹹，絲瓜像菜瓜布超級硬。, 蛤蠣, 3.88, 6.12
R3293:S003, 蛤蠣超鹹，絲瓜像菜瓜布超級硬。, 絲瓜, 3.75, 6.00
R3293:S008, 店員服務態度蠻差勁的。, 店員服務態度, 3.50, 6.75
R3295:S000, 服務方式蠻特別的，很少看到有桌邊服務的。, 服務, 6.25, 6.00
R3296:S004, 這裡的東西很新鮮很好吃，以清蒸方式保留了食材最原始的味道。, NULL, 6.83, 6.25
R3297:S002, 店員的服務態度都很好非常親切。, 店員的服務態度, 6.50, 6.00
R3297:S005, 當天令人最印象深刻的餐點是干貝海膽。, 干貝, 6.83, 6.67
R3297:S005, 當天令人最印象深刻的餐點是干貝海膽。, 海膽, 6.83, 6.67
R3297:S008, 水晶小管熟度大概是七分熟很新鮮口感很好。, 水晶小管, 6.25, 5.75
R3297:S008, 水晶小管熟度大概是七分熟很新鮮口感很好。, 口感, 6.25, 5.75
R3297:S012, 其餘海鮮有蝦、鮮蚵、魚片、螃蟹腳肉等也都非常新鮮。, 蝦, 6.62, 6.50
R3297:S012, 其餘海鮮有蝦、鮮蚵、魚片、螃蟹腳肉等也都非常新鮮。, 鮮蚵, 6.62, 6.50
R3297:S012, 其餘海鮮有蝦、鮮蚵、魚片、螃蟹腳肉等也都非常新鮮。, 魚片, 6.62, 6.50
R3297:S012, 其餘海鮮有蝦、鮮蚵、魚片、螃蟹腳肉等也都非常新鮮。, 螃蟹腳肉, 6.62, 6.50
R3297:S016, 最後再用蒸海鮮的湯汁來煮的麵線和粥，味道鮮美好吃。, 味道, 6.50, 6.25
R3298:S000, 鮮食堂的食物很新鮮但份量偏少且不便宜。, 食物, 6.25, 6.00
R3298:S000, 鮮食堂的食物很新鮮但份量偏少且不便宜。, 份量, 4.50, 5.25
R3298:S000, 鮮食堂的食物很新鮮但份量偏少且不便宜。, 鮮食堂, 4.75, 5.25
R3299:S003, 以7~800元澎湖的基本消費來說食材並不多並不超值。, 食材, 4.50, 4.62
R3300:S004, 口味偏清淡份量不算多，導致這個價格我覺得也偏貴。, 口味, 4.67, 5.33
R3300:S004, 口味偏清淡份量不算多，導致這個價格我覺得也偏貴。, 份量, 4.67, 5.33
R3300:S004, 口味偏清淡份量不算多，導致這個價格我覺得也偏貴。, 價格, 4.17, 5.33
R3300:S014, 最後的麵線我個人覺得蠻好吃的。, 麵線, 6.25, 6.12
R3301:S001, 痛風鍋的份量對男生來說比較不夠。, 痛風鍋的份量, 5.00, 5.67
R3302:S004, 海鱺花枝丸好吃的不得了，雖然份量看起來不多。, 海鱺花枝丸, 7.25, 7.00
R3302:S004, 海鱺花枝丸好吃的不得了，雖然份量看起來不多。, 份量, 4.75, 5.75
R3302:S011, 唯一小小的敗筆是牛肉咬不斷吞不下去。, 牛肉, 4.37, 5.25
R3303:S016, 老闆就算客人多還是非常熱情的到每桌詢問餐點狀況。, 老闆, 6.50, 6.50
R3303:S026, 過了幾年再度二訪此餐廳完全沒有失望。, 餐廳, 6.88, 6.25
R3303:S027, 很高興店家能一直維持高品質的餐點及服務。, 餐點, 6.50, 5.83
R3303:S027, 很高興店家能一直維持高品質的餐點及服務。, 服務, 6.50, 5.83
R3304:S002, 過程中不管是老闆或者是服務人員都非常客氣。, 老闆, 6.75, 6.50
R3304:S002, 過程中不管是老闆或者是服務人員都非常客氣。, 服務人員, 6.75, 6.50
R3305:S007, 麵線好吃到拍桌搖晃但絲瓜蒸到有點老。, 麵線, 6.67, 6.00
R3305:S007, 麵線好吃到拍桌搖晃但絲瓜蒸到有點老。, 絲瓜, 4.67, 5.67
R3305:S008, 可惜石蚵吃起來太小顆。, 石蚵, 4.17, 5.67
R3306:S011, 生米冷凍過煮出來口感沒有很好。, 口感, 4.00, 5.62
R3307:S009, 結果掀蓋發現蛤蜊有的沒開有的很不新鮮。, 蛤蜊, 3.12, 6.12
R3308:S005, 就覺得是一間餐點好吃的店價格也不貴。, 餐點, 6.50, 5.67
R3308:S005, 就覺得是一間餐點好吃的店價格也不貴。, 價格, 5.67, 5.17
R3308:S016, 店內裝潢像一般的台灣小吃店簡約普通。, 裝潢, 5.75, 5.25
R3308:S031, 糯米鵝血糕出乎意料的好吃，我不太吃血糕但卻連吃了好幾塊。, 糯米鵝血糕, 7.00, 6.50
R3309:S013, 這是老饕吃過史上最香的魚卵沙拉。, 魚卵沙拉, 7.38, 7.50
R3310:S007, 涼拌過貓很喜歡一下子就光盤。, 涼拌過貓, 6.38, 6.38
R3310:S008, 朋友點的炒龍鬚菜就沒那麼愛了。, 炒龍鬚菜, 4.62, 5.62
R3310:S010, 陽春麵就普普了沒吃完。, 陽春麵, 5.12, 4.88
R3311:S004, 醃漬小黃瓜跟過貓不錯，可惜米血糕口感偏乾硬。, 醃漬小黃瓜, 6.00, 5.50
R3311:S004, 醃漬小黃瓜跟過貓不錯，可惜米血糕口感偏乾硬。, 過貓, 6.00, 5.50
R3311:S004, 醃漬小黃瓜跟過貓不錯，可惜米血糕口感偏乾硬。, 米血糕口感, 3.50, 4.00
R3311:S010, 用餐感受整體來說算是不錯。, 用餐感受, 6.17, 5.50
R3313:S000, 非常溫暖的一家餐廳，服務人員態度有禮。, 餐廳, 6.50, 6.00
R3313:S000, 非常溫暖的一家餐廳，服務人員態度有禮。, 服務人員態度, 6.25, 5.75
R3313:S007, 菜單上沒有的炒金針花可以試看看非常驚艷。, 炒金針花, 7.38, 7.75
R3314:S003, 這一小盒鵝肉就要150元，真是太坑了。, 鵝肉, 3.88, 6.00
R3314:S005, 那鵝肉的量的確有點少了點。, 鵝肉的量, 4.25, 5.38
R3314:S007, 鵝肉的味道不錯，麵跟湯頭也蠻好吃的。, 鵝肉的味道, 5.75, 5.50
R3314:S007, 鵝肉的味道不錯，麵跟湯頭也蠻好吃的。, 麵, 6.00, 5.62
R3314:S007, 鵝肉的味道不錯，麵跟湯頭也蠻好吃的。, 湯頭, 6.00, 5.62
R3314:S009, 下次的話應該不敢再點150元的鵝肉了。, 鵝肉, 3.88, 5.88
R3315:S008, 古早味湯麵也很不錯吃，湯頭熬的好喝。, 古早味湯麵, 6.50, 5.75
R3315:S008, 古早味湯麵也很不錯吃，湯頭熬的好喝。, 湯頭, 6.50, 5.75
R3315:S011, 環境整修過後變得比較舒適。, 環境, 5.88, 5.50
R3315:S014, 總之這次再訪鵝肉先生的用餐體驗非常不錯。, 用餐體驗, 6.83, 6.50
R3316:S008, 出餐速度快，服務態度尚可。, 出餐速度, 5.75, 5.38
R3316:S008, 出餐速度快，服務態度尚可。, 服務態度, 5.00, 5.00
R3317:S002, 鵝肉沒有一點腥味，真的好吃。, 鵝肉, 7.00, 6.50
R3317:S006, 蚵仔湯很新鮮，米血糕則普普。, 蚵仔湯, 6.75, 6.25
R3317:S006, 蚵仔湯很新鮮，米血糕則普普。, 米血糕, 5.00, 5.00
R3317:S008, 蔥油雞腿是冷盤，味道口感都還不賴。, 味道, 6.00, 5.75
R3317:S008, 蔥油雞腿是冷盤，味道口感都還不賴。, 口感, 6.00, 5.75
R3317:S012, 唯獨鵝肝一上桌就滿滿腥味，實在吃不下去。, 鵝肝, 2.94, 5.69
R3318:S000, 鵝肉好吃份量足夠，小孩也讚不絕口吃到停不下來。, 鵝肉, 6.62, 6.38
R3318:S000, 鵝肉好吃份量足夠，小孩也讚不絕口吃到停不下來。, 份量, 6.00, 5.50
R3318:S002, 麻油腰子是這次最無法接受的餐點。, 麻油腰子, 3.67, 6.67
R3320:S008, 米血不會太軟，搭上特製醬汁好吃，但份量真的太少了。, 米血, 5.75, 5.25
R3320:S008, 米血不會太軟，搭上特製醬汁好吃，但份量真的太少了。, 份量, 3.00, 7.00
R3322:S000, 鴨肉吃起來普通跟外面的差不多。, 鴨肉, 5.00, 5.00
R3322:S005, 鵝肝不錯，原本以為肝臟類都有腥味但這個並沒有腥味。, 鵝肝, 5.69, 5.31
R3323:S005, 鵝肉先生的價格偏高但好吃，沾醬調配得很夠味。, 鵝肉先生的價格, 4.75, 5.25
R3323:S005, 鵝肉先生的價格偏高但好吃，沾醬調配得很夠味。, NULL, 6.00, 5.75
R3323:S005, 鵝肉先生的價格偏高但好吃，沾醬調配得很夠味。, 沾醬, 6.50, 6.50
R3324:S002, 這間餐廳總能帶來令人陶醉的食用體驗。, 食用體驗, 6.50, 6.33
R3325:S005, 不過整間餐廳吃完後真的覺得只是還可以。, 餐廳, 5.62, 5.25
R3325:S006, 桂竹筍滷的不怎麼入味，但至少鵝肉算是可口。, 桂竹筍, 4.00, 5.50
R3325:S006, 桂竹筍滷的不怎麼入味，但至少鵝肉算是可口。, 鵝肉, 6.00, 5.33
R3326:S003, 每道餐點都太鹹，讓我猛配白飯吃。, 餐點, 4.25, 5.88
R1953:S008, 很多人推薦的炸雞，果然鮮嫩多汁咬下去真的會噴汁出來的那種。, 炸雞, 6.25, 6.00
R1953:S016, 濃湯本身足夠濃郁但燻雞的口感比較違和感覺沒有很融入。, 濃湯, 6.50, 6.25
R1953:S016, 濃湯本身足夠濃郁但燻雞的口感比較違和感覺沒有很融入。, 燻雞的口感, 4.50, 5.50
R1953:S018, 整體來說CP值蠻高的，我們三個人點這樣加上服務費不到900元。, CP值, 6.17, 5.67
R1953:S020, 店內用餐環境比較擁擠一點。, 用餐環境, 4.50, 5.17
R1954:S004, 附近交通方便，捷運公車ubike等大眾運輸方式容易抵達。, 交通, 6.50, 6.00
R1955:S004, 炸雞皮很脆以為會很乾但超多汁的，而且肉很嫩很香。, 炸雞皮, 6.50, 6.00
R1955:S004, 炸雞皮很脆以為會很乾但超多汁的，而且肉很嫩很香。, 肉, 6.42, 6.08
R1956:S004, 濃湯喝起來像是粉泡的不太推薦。, 濃湯, 4.00, 5.25
R1957:S008, 蝦子吃起來不錯，不會死很久那種臭臭蝦。, 蝦子, 5.75, 5.50
R1693:S001, 餐廳食材選用的不錯。, 食材, 5.75, 5.25
R1693:S002, 尤其是酸菜鴨肉湯煮得十分到味。, 酸菜鴨肉湯, 6.17, 6.00
R1693:S003, 鴨肉十分軟爛。, 鴨肉, 6.75, 6.50
R1697:S001, 茶很清爽。, 茶, 6.38, 6.00
R1697:S002, 餐點口味都不錯。, 口味, 5.83, 5.00
R1698:S001, 餐廳氣氛會給人很舒適放鬆的感覺。, 餐廳氣氛, 6.12, 5.75
R1698:S003, 餐點用心。, 餐點, 6.12, 5.50
R1698:S012, 蔥爆牛肉吃起來味道清爽。, 蔥爆牛肉, 6.00, 5.50
R1700:S001, 扣肉滷的相當的透。, 扣肉, 6.50, 6.12
R1700:S002, 扣肉味道很入味。, 扣肉味道, 6.38, 6.25
R1700:S003, 肥肉吃起來滑順。, 肥肉, 6.12, 5.62
R1700:S013, 調味相當的好。, 調味, 6.50, 6.33
R1700:S022, 豬肉的口感也相當的棒。, 豬肉的口感, 6.83, 6.33
R1700:S024, 炒高麗菜調味還不錯。, 炒高麗菜調味, 6.00, 5.50
R1700:S025, 白飯有粒粒分明。, 白飯, 5.75, 5.38
R1704:S014, 這家餐廳的招牌油雞還不錯。, 招牌油雞, 5.75, 5.62
R1704:S017, 菜色不太細緻。, 菜色, 4.00, 4.88
R1705:S005, 整體上餐速度慢。, 上餐速度, 3.90, 4.70
R1708:S003, 檸檬蝦的香氣十足。, 檸檬蝦的香氣, 6.25, 6.12
R1708:S004, 辣椒蒜頭味充滿口腔使人陶醉。, 辣椒蒜頭味, 6.38, 6.38
R1708:S005, 胡椒蝦也不錯。, 胡椒蝦, 6.00, 5.75
R1708:S011, 羊肉爐的味道也越來越淡。, 羊肉爐的味道, 3.50, 6.00
R1708:S012, 羊肉品質也不夠好。, 羊肉品質, 3.75, 5.12
R1708:S013, 湯頭味道很淡。, 湯頭味道, 4.50, 4.83
R1710:S012, 高麗菜炒得不香。, 高麗菜, 4.00, 5.38
R1710:S014, 令人失望的還有羊肉爐。, 羊肉爐, 3.80, 5.60
R1710:S015, 湯頭喝起來很水。, 湯頭, 3.88, 5.75
R1710:S020, 炒飯份量不多，其實不用那麼大的盒子裝。, 炒飯份量, 4.83, 5.67
R1711:S002, 蝦子也很讚讚。, 蝦子, 6.50, 7.17
R1711:S005, 冬粉也是非常優秀。, 冬粉, 6.67, 6.33
R1711:S006, 中卷菜圃蛋還有炸豆腐蝦餅都很讚。, 中卷菜圃蛋, 6.38, 5.75
R1711:S006, 中卷菜圃蛋還有炸豆腐蝦餅都很讚。, 炸豆腐蝦餅, 6.38, 5.75
R1712:S001, 蝦子份量有點少。, 蝦子份量, 4.25, 4.88
R1712:S002, 蝦子沒有很大隻。, 蝦子, 4.70, 5.70
R1712:S003, 空心菜炒得還不錯。, 空心菜, 6.00, 5.62
R1712:S004, 豆腐煲用料實在。, 豆腐煲用料, 6.00, 5.50
R1712:S005, 蛋份量足。, 蛋份量, 5.67, 5.33
R1713:S003, 但餐點品項偏少。, 餐點品項, 4.62, 5.00
R1713:S007, 泰國蝦偏小隻。, 泰國蝦, 4.50, 5.00
R1713:S008, 羊肉爐裡面的羊肉大塊。, 羊肉, 5.75, 5.12
R1715:S004, 母蝦肉質較細緻。, 母蝦肉質, 5.75, 5.38
R1716:S003, 而且來自雲林的蒜頭製作的蒜頭醬料實在厲害。, 蒜頭醬料, 6.50, 6.50
R1716:S008, 醬汁比例調得很不錯。, 醬汁比例, 6.17, 6.33
R1716:S009, 米餅吃起來格外新鮮好吃。, 米餅, 6.50, 6.38
R1717:S004, 餐點價格都蠻高的。, 餐點價格, 5.38, 5.25
R1718:S000, 蝦子肉質好。, 蝦子肉質, 5.83, 5.50
R1718:S001, 蝦頭濃郁多汁。, 蝦頭, 6.25, 6.00
R1718:S003, 大推鹽烤蝦。, 鹽烤蝦, 6.75, 6.75
R1718:S004, 蝦餅口感炸起來很好。, 蝦餅口感, 5.83, 5.83
R1718:S005, 炸中卷肉嫩外脆。, 炸中卷, 6.33, 6.00
R1718:S010, 蝦肉相當緊實。, 蝦肉, 6.50, 6.00
R1718:S011, 炒水蓮不錯。, 炒水蓮, 5.67, 5.50
R1718:S012, 菜埔蛋不錯吃。, 菜埔蛋, 5.88, 5.50
R1718:S013, 酸梅汁好喝。, 酸梅汁, 6.83, 6.17
R1719:S008, 麻油蝦湯汁還不錯。, 麻油蝦湯汁, 6.00, 5.17
R1719:S009, 蝦頭特別甜。, 蝦頭, 6.50, 6.12
R1719:S010, 檸檬蝦也不錯。, 檸檬蝦, 5.83, 5.50
R1719:S011, 羊肉爐份量十足。, 羊肉爐份量, 6.00, 5.62
R1723:S002, 胡椒蝦的調味很好吃。, 胡椒蝦的調味, 6.50, 6.00
R1723:S008, 蝦餅很有嚼勁。, 蝦餅, 6.00, 6.33
R1723:S009, 清炒高麗菜也不錯。, 清炒高麗菜, 5.75, 5.12
R1723:S010, 咖喱螃蟹也很入味。, 咖喱螃蟹, 6.50, 6.17
R1724:S007, 料理選項相當多。, 料理選項, 6.25, 6.00
R1724:S018, 綠豆湯裡面還有西米露跟QQ條蠻好喝的。, 綠豆湯, 6.12, 5.88
R1726:S002, 蝦子的味道都一樣美味好吃。, 蝦子的味道, 6.67, 6.33
R1726:S003, 蒜頭蝦味道很足夠。, 蒜頭蝦味道, 6.12, 5.50
R1726:S004, 胡椒蝦吃的好過癮。, 胡椒蝦, 6.50, 6.25
R1726:S006, 蘿蔔糕根本沒味道。, 蘿蔔糕, 3.67, 6.00
R1726:S008, 餐點沒有到很好吃。, 餐點, 4.00, 5.40
R1727:S001, 湯頭也非常好喝。, 湯頭, 7.38, 7.00
R1727:S003, 招牌的蝦子料理也都很棒。, 蝦子料理, 6.33, 6.17
R1727:S004, 蝦肉很Q彈。, 蝦肉, 6.12, 5.62
R1729:S000, 小菜算好吃。, 小菜, 6.20, 5.70
R1729:S005, 烤肉肉質算不錯。, 烤肉肉質, 6.00, 5.17
R1730:S013, 店家炒的辣椒也不錯。, 辣椒, 5.50, 5.33
R1731:S005, 海鮮煎餅好吃。, 海鮮煎餅, 5.88, 5.50
R1731:S007, 石鍋拌飯味道不錯。, 石鍋拌飯味道, 6.00, 5.17
R1731:S008, 小菜推薦泡菜龍鬚菜。, 泡菜龍鬚菜, 5.88, 5.38
R1731:S009, 銅盤烤肉好吃。, 銅盤烤肉, 5.67, 5.33
R1733:S013, 那個人蔘雞肉不錯吃。, 人蔘雞肉, 6.50, 5.50
R1734:S005, 石鍋拌飯好好吃。, 石鍋拌飯, 5.67, 5.83
R1734:S032, 銅盤烤肉的肉不可思議的多。, 銅盤烤肉的肉, 6.38, 6.25
R1734:S040, 烤的豬肉還滿好吃的。, 豬肉, 6.50, 5.67
R1736:S000, 小菜很多樣。, 小菜, 6.17, 6.33
R1737:S008, 起司海鮮煎餅也是很厚實。, 起司海鮮煎餅, 6.12, 5.50
R1738:S008, 嗶嗶飯則是最失望的一道。, 嗶嗶飯, 3.00, 5.80
R1738:S016, 吃下來最喜歡的是番茄。, 番茄, 7.00, 7.00
R1738:S017, 醃漬小黃瓜也還不錯。, 醃漬小黃瓜, 6.33, 6.17
R1739:S000, 起士雞肉石鍋拌飯非常好吃。, 起士雞肉石鍋拌飯, 6.80, 6.70
R1739:S001, 牛肉很Q。, 牛肉, 6.17, 5.67
R1739:S010, 但餐點口味都算蠻好吃的。, 餐點口味, 6.33, 5.83
R1743:S018, 我更愛的是這邊的小菜。, 小菜, 6.25, 6.00
R1745:S002, 但小菜一樣準備的很豐富。, 小菜, 6.00, 5.67
R1746:S000, 餐點選擇很多。, 餐點選擇, 5.88, 5.38
R1746:S001, 口味相當不錯。, 口味, 6.50, 6.00
R1746:S006, 泡菜牛肉豆腐鍋牛肉好吃。, 牛肉, 6.33, 5.50
R1746:S009, 韓式烤牛肉炒粉絲牛肉挺嫩。, 牛肉, 6.17, 5.67
R1746:S013, 推韓式泡菜。, 韓式泡菜, 6.00, 5.50
R1747:S000, 銅板烤肉的豬肉腥味很重。, 豬肉腥味, 3.75, 5.12
R1747:S001, 泡菜炒牛肉味道還不錯。, 泡菜炒牛肉味道, 5.83, 5.17
R1747:S004, 給五顆星評價是因為小菜非常多樣。, 小菜, 6.83, 6.83
R1748:S011, 油雞味道淡了些。, 油雞味道, 4.50, 5.00
R1748:S012, 梅干扣肉味道清爽。, 梅干扣肉味道, 6.00, 5.50
R1748:S013, 棗香高麗菜清甜。, 棗香高麗菜, 5.75, 5.38
R1748:S014, 紅棗飯難消化。, 紅棗飯, 4.00, 4.50
R1749:S003, 內用的話也有附上甘甜養生的紅棗茶。, 紅棗茶, 6.25, 5.62
R1751:S013, 梅干扣肉感覺有點薄。, 梅干扣肉, 4.33, 5.33
R1751:S018, 黃金豆腐還不錯。, 黃金豆腐, 6.00, 5.75
R1752:S006, 很推紅棗饅頭。, 紅棗饅頭, 6.38, 6.38
R1752:S007, 雞湯也不錯。, 雞湯, 6.00, 5.50
R1754:S002, 下面的梅干菜好好吃。, 梅干菜, 7.00, 6.62
R1754:S007, 桔醬排骨調味的太好了。, 桔醬排骨調味, 6.88, 6.88
R1754:S009, 黃金豆腐一定要點這個不會失望的豆腐料理。, 黃金豆腐, 6.25, 5.75
R1755:S021, 紅棗茶也好喝。, 紅棗茶, 6.00, 5.38
R1756:S003, 但排骨乾乾硬硬的。, 排骨, 4.50, 5.00
R1756:S004, 紅棗雞湯雞肉有點乾柴。, 雞肉, 4.25, 4.62
